prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io1_l1n1n1_l3n1n1,8.419,12,5,652,991,14,7,12,7,5x32,2x32,9.189,498,498,0,0,447,4,4,5
io1_l1n1n1_l3n1p1,8.419,12,5,679,1068,15,7,13,7,5x32,2x32,10.193,618,618,0,0,480,4,4,5
io1_l1n1n1_l3p1n1,8.835,13,10,8993,4684,153,7,27,7,5x32,2x32,30.101,4329,3731,0,598,7455,5,3,10
io1_l1n1p1_l3n1n1,8.419,12,5,679,1068,15,7,13,7,5x32,2x32,10.339,579,579,0,0,479,4,4,5
io1_l1n1p1_l3n1p1,8.419,12,5,706,1145,16,7,14,7,5x32,2x32,11.598,705,705,0,0,516,4,4,5
io1_l1n1p1_l3p1n1,8.835,13,10,9020,4761,154,7,28,7,5x32,2x32,33.644,4475,3877,0,598,7551,5,3,10
io1_l1p1n1_l3n1n1,8.835,13,10,8899,5221,138,69,12,69,5x32,2x32,31.68,4246,3648,0,598,7370,5,3,10
io1_l1p1n1_l3n1p1,8.835,13,10,8926,5298,139,69,13,69,5x32,2x32,36.042,4366,3768,0,598,7390,5,3,10
io1_l1p1n1_l3p1n1,8.905,14,10,11477,6868,277,69,25,69,5x32,2x32,63.102,6927,5731,0,1196,11660,6,2,10
io2_l1n1n1_l3n1n1,8.419,16,5,786,1371,14,7,12,7,6x32,2x32,11.15,616,616,0,0,659,4,8,5
io2_l1n1n1_l3n1n1_d1d2,8.419,16,5,785,1578,15,17,13,17,6x32,2x32,11.868,719,719,0,0,782,4,8,5
io2_l1n1n1_l3n1n2,8.419,16,8,1044,1548,16,8,13,8,6x32,2x32,14.898,729,729,0,0,782,4,8,8
io2_l1n1n1_l3n1n2_d1d2,8.419,16,8,1036,1676,17,12,14,12,6x32,2x32,14.004,764,764,0,0,805,4,8,8
io2_l1n1n1_l3n1p1,8.419,16,5,820,1454,15,7,13,7,6x32,2x32,12.884,754,754,0,0,700,4,8,5
io2_l1n1n1_l3n1p1_d1d2,8.419,16,5,811,1661,16,17,14,17,6x32,2x32,12.657,819,819,0,0,714,4,8,5
io2_l1n1n1_l3n1p2,8.419,16,5,942,1527,18,8,14,8,6x32,2x32,13.108,799,799,0,0,759,4,8,5
io2_l1n1n1_l3n1p2_d1d2,8.419,16,5,940,1635,18,12,14,12,6x32,2x32,12.712,831,831,0,0,780,4,8,5
io2_l1n1n1_l3p1n1,9.309,18,8,4078,4325,159,6,32,6,6x32,2x32,22.746,2640,2640,0,0,3915,4,6,8
io2_l1n1n1_l3p1n1_d1d2,9.286,18,14,4414,4700,151,11,26,11,6x32,2x32,27.466,2829,2829,0,0,4173,4,6,14
io2_l1n1n1_l3p2n1,8.835,18,20,15613,8264,287,6,37,6,6x32,2x32,41.06,7182,5993,0,1189,12506,6,6,20
io2_l1n1n1_l3p2n1_d1d2,8.813,18,40,18577,10625,279,11,37,11,6x32,2x32,51.916,9255,7618,0,1637,14261,4,4,40
io2_l1n1n2_l3n1n1,8.419,16,8,1038,1479,16,7,13,7,6x32,2x32,13.875,699,699,0,0,779,4,8,8
io2_l1n1n2_l3n1n1_d1d2,8.419,16,8,1036,1676,17,12,14,12,6x32,2x32,14.631,783,783,0,0,806,4,8,8
io2_l1n1n2_l3n1n2,8.419,16,8,1104,1530,18,8,13,8,6x32,2x32,15.213,745,745,0,0,774,4,8,8
io2_l1n1n2_l3n1n2_d1d2,8.419,16,8,1095,1648,19,7,14,7,6x32,2x32,14.78,773,773,0,0,765,4,8,8
io2_l1n1n2_l3n1p1,8.419,16,8,1072,1562,17,7,14,7,6x32,2x32,15.366,826,826,0,0,820,4,8,8
io2_l1n1n2_l3n1p1_d1d2,8.419,16,8,1062,1759,18,12,15,12,6x32,2x32,15.794,873,873,0,0,802,4,8,8
io2_l1n1n2_l3n1p2,8.419,16,8,1162,1620,20,8,15,8,6x32,2x32,16.255,830,830,0,0,840,4,8,8
io2_l1n1n2_l3n1p2_d1d2,8.419,16,8,1159,1718,20,7,15,7,6x32,2x32,15.534,859,859,0,0,834,4,8,8
io2_l1n1n2_l3p1n1,9.309,18,8,4138,4289,161,6,32,6,6x32,2x32,22.659,2675,2675,0,0,3917,4,6,8
io2_l1n1n2_l3p1n1_d1d2,9.286,18,14,4473,4652,153,6,26,6,6x32,2x32,27.836,2819,2819,0,0,4093,4,6,14
io2_l1n1n2_l3p2n1,8.933,18,20,15609,8220,289,6,37,6,6x32,2x32,44.652,7610,6421,0,1189,12473,6,6,20
io2_l1n1n2_l3p2n1_d1d2,8.91,18,40,18636,10577,281,6,37,6,6x32,2x32,56.008,9805,8168,0,1637,14230,6,6,40
io2_l1n1p1_l3n1n1,8.419,16,5,819,1454,15,7,13,7,6x32,2x32,12.494,700,700,0,0,697,4,8,5
io2_l1n1p1_l3n1n1_d1d2,8.419,16,5,811,1661,16,17,14,17,6x32,2x32,12.989,787,787,0,0,756,4,8,5
io2_l1n1p1_l3n1n2,8.419,16,8,1077,1631,17,8,14,8,6x32,2x32,16.546,804,804,0,0,820,4,8,8
io2_l1n1p1_l3n1n2_d1d2,8.419,16,8,1062,1759,18,12,15,12,6x32,2x32,15.416,843,843,0,0,812,4,8,8
io2_l1n1p1_l3n1p1,8.419,16,5,853,1537,16,7,14,7,6x32,2x32,14.602,816,816,0,0,728,4,8,5
io2_l1n1p1_l3n1p1_d1d2,8.419,16,5,837,1744,17,17,15,17,6x32,2x32,14.269,843,843,0,0,708,4,8,5
io2_l1n1p1_l3n1p2,8.419,16,5,975,1610,19,8,15,8,6x32,2x32,15.398,850,850,0,0,788,4,8,5
io2_l1n1p1_l3n1p2_d1d2,8.419,16,5,966,1718,19,12,15,12,6x32,2x32,14.315,861,861,0,0,773,4,8,5
io2_l1n1p1_l3p1n1,9.309,18,8,4104,4408,160,6,33,6,6x32,2x32,24.274,2635,2635,0,0,3918,4,6,8
io2_l1n1p1_l3p1n1_d1d2,9.286,18,14,4440,4783,152,11,27,11,6x32,2x32,28.773,2884,2884,0,0,4138,4,6,14
io2_l1n1p1_l3p2n1,8.835,18,20,15639,8347,288,6,38,6,6x32,2x32,45.715,7402,6213,0,1189,12576,6,6,20
io2_l1n1p1_l3p2n1_d1d2,8.813,18,40,18603,10708,280,11,38,11,6x32,2x32,57.723,9284,7637,0,1647,14229,6,6,40
io2_l1n1p2_l3n1n1,8.419,16,5,941,1438,17,7,13,7,6x32,2x32,12.881,749,749,0,0,751,4,8,5
io2_l1n1p2_l3n1n1_d1d2,8.419,16,5,940,1635,18,12,14,12,6x32,2x32,13.451,831,831,0,0,821,4,8,5
io2_l1n1p2_l3n1n2,8.419,16,8,1167,1600,19,8,14,8,6x32,2x32,16.125,838,838,0,0,842,4,8,8
io2_l1n1p2_l3n1n2_d1d2,8.419,16,8,1159,1718,20,7,15,7,6x32,2x32,15.63,870,870,0,0,845,4,8,8
io2_l1n1p2_l3n1p1,8.419,16,5,975,1521,18,7,14,7,6x32,2x32,14.772,814,814,0,0,799,4,8,5
io2_l1n1p2_l3n1p1_d1d2,8.419,16,5,966,1718,19,12,15,12,6x32,2x32,15.244,860,860,0,0,773,4,8,5
io2_l1n1p2_l3n1p2,8.419,16,5,1033,1573,21,8,15,8,6x32,2x32,15.232,865,865,0,0,781,4,8,5
io2_l1n1p2_l3n1p2_d1d2,8.419,16,5,1031,1671,21,7,15,7,6x32,2x32,14.348,902,902,0,0,775,4,8,5
io2_l1n1p2_l3p1n1,9.32,18,8,4169,4368,162,6,33,6,6x32,2x32,24.654,2666,2666,0,0,3930,4,6,8
io2_l1n1p2_l3p1n1_d1d2,9.263,18,14,4505,4733,154,6,27,6,6x32,2x32,28.956,2925,2925,0,0,4159,4,6,14
io2_l1n1p2_l3p2n1,9.229,18,20,15640,8302,290,6,38,6,6x32,2x32,49.046,7607,6418,0,1189,12524,6,6,20
io2_l1n1p2_l3p2n1_d1d2,9.206,18,40,18668,10663,282,6,38,6,6x32,2x32,61.399,9470,7833,0,1637,14186,6,6,40
io2_l1p1n1_l3n1n1,9.263,18,14,4046,4303,138,37,13,37,6x32,2x32,25.686,2272,2272,0,0,3751,4,6,14
io2_l1p1n1_l3n1n1_d1d2,9.286,18,14,3986,4786,139,42,14,42,6x32,2x32,26.152,2375,2375,0,0,3711,4,6,14
io2_l1p1n1_l3n1n2,9.263,18,14,4176,4366,140,38,13,38,6x32,2x32,26.709,2418,2418,0,0,3808,4,6,14
io2_l1p1n1_l3n1n2_d1d2,9.286,18,14,4045,4738,141,37,14,37,6x32,2x32,26.69,2314,2314,0,0,3666,4,6,14
io2_l1p1n1_l3n1p1,9.263,18,14,4073,4386,139,37,14,37,6x32,2x32,28.254,2412,2412,0,0,3767,4,6,14
io2_l1p1n1_l3n1p1_d1d2,9.286,18,14,4012,4869,140,42,15,42,6x32,2x32,29.31,2460,2460,0,0,3692,4,6,14
io2_l1p1n1_l3n1p2,9.286,18,14,4202,4468,142,38,15,38,6x32,2x32,28.566,2550,2550,0,0,3828,4,6,14
io2_l1p1n1_l3n1p2_d1d2,9.263,18,14,4077,4820,142,37,15,37,6x32,2x32,28.065,2464,2464,0,0,3694,4,6,14
io2_l1p1n1_l3p1n1,9.39,20,14,7439,6751,283,36,32,36,6x32,2x32,35.536,4461,4461,0,0,7161,8,4,14
io2_l1p1n1_l3p1n1_d1d2,9.286,20,14,7273,7077,275,36,24,36,6x32,2x32,35.729,4307,4307,0,0,6987,8,4,14
io2_l1p1n1_l3p2n1,9.275,20,20,17854,10605,411,36,35,36,6x32,2x32,53.866,9265,8076,0,1189,14930,8,4,20
io2_l1p1n1_l3p2n1_d1d2,9.263,20,40,21084,13218,403,36,35,36,6x32,2x32,67.485,11364,9727,0,1637,16800,8,4,40
io2_l1p2n1_l3n1n1,8.835,18,20,15522,8624,266,69,16,69,6x32,2x32,43.455,6735,5546,0,1189,12478,6,6,20
io2_l1p2n1_l3n1n1_d1d2,8.813,18,40,18527,10770,267,42,25,42,6x32,2x32,55.595,8951,7314,0,1637,14154,6,6,40
io2_l1p2n1_l3n1n2,8.933,18,20,15588,8663,268,70,16,70,6x32,2x32,46.102,6938,5749,0,1189,12528,6,6,20
io2_l1p2n1_l3n1n2_d1d2,8.91,18,40,18586,10722,269,37,25,37,6x32,2x32,58.243,9199,7562,0,1637,14213,6,6,40
io2_l1p2n1_l3n1p1,8.835,18,20,15549,8707,267,69,17,69,6x32,2x32,49.1,6866,5709,0,1157,12700,6,6,20
io2_l1p2n1_l3n1p1_d1d2,8.813,18,40,18553,10853,268,42,26,42,6x32,2x32,61.959,9204,7567,0,1637,14162,6,6,40
io2_l1p2n1_l3n1p2,9.229,18,20,15614,8765,270,70,18,70,6x32,2x32,50.297,7186,5997,0,1189,12541,6,6,20
io2_l1p2n1_l3n1p2_d1d2,9.206,18,40,18618,10808,270,37,26,37,6x32,2x32,61.971,9209,7605,0,1604,14435,6,6,40
io2_l1p2n1_l3p1n1,9.391,20,20,17999,11387,411,68,35,68,6x32,2x32,55.179,8946,7757,0,1189,14906,8,4,20
io2_l1p2n1_l3p1n1_d1d2,9.285,20,40,21078,13326,403,36,35,36,6x32,2x32,66.611,10779,9142,0,1637,16811,8,4,40
io2_l1p2n1_l3p2n1,8.905,20,20,18372,11047,539,68,35,68,6x32,2x32,97.185,11217,8839,0,2378,18607,8,4,20
io2_l1p2n1_l3p2n1_d1d2,8.835,20,40,21002,12821,531,36,35,36,6x32,2x32,118.902,14056,10782,0,3274,20199,8,4,40
io4_l1n1n1_l3n1n1,8.419,8,5,1931,1676,14,7,12,7,8x32,2x32,13.055,1048,792,256,0,1325,4,0,5
io4_l1n1n1_l3n1n1_d1d2,8.419,16,5,1928,1941,15,7,13,7,8x32,2x32,17.744,1304,1048,256,0,1469,0,16,5
io4_l1n1n1_l3n1n2,8.419,8,8,2187,1935,16,11,13,11,8x32,2x32,16.555,1202,946,256,0,1523,4,0,8
io4_l1n1n1_l3n1n2_d1d2,8.419,16,8,2179,2293,17,10,14,10,8x32,2x32,19.744,1424,1168,256,0,1622,0,16,8
io4_l1n1n1_l3n1n4,8.419,8,8,2371,2029,21,10,14,10,8x32,2x32,17.034,1262,1006,256,0,1691,4,0,8
io4_l1n1n1_l3n1n4_d1d2,8.419,16,14,2635,2461,21,7,16,7,8x32,2x32,24.913,1568,1312,256,0,1884,0,16,14
io4_l1n1n1_l3n1p1,8.419,8,5,1959,1771,15,7,13,7,8x32,2x32,14.452,1170,914,256,0,1312,4,0,5
io4_l1n1n1_l3n1p1_d1d2,8.419,16,5,1954,2036,16,7,14,7,8x32,2x32,19.374,1419,1163,256,0,1500,0,16,5
io4_l1n1n1_l3n1p2,8.419,8,5,2089,1925,18,11,14,11,8x32,2x32,15.057,1251,995,256,0,1442,4,0,5
io4_l1n1n1_l3n1p2_d1d2,8.419,16,5,2086,2264,18,10,14,10,8x32,2x32,19.233,1490,1234,256,0,1600,0,16,5
io4_l1n1n1_l3n1p4,8.847,8,5,2296,2072,24,10,16,10,8x32,2x32,15.323,1439,1183,256,0,1649,4,0,5
io4_l1n1n1_l3n1p4_d1d2,8.847,16,5,2282,2185,22,7,14,7,8x32,2x32,18.74,1481,1225,256,0,1730,0,16,5
io4_l1n1n1_l3p1n1,8.847,8,8,5869,5246,159,6,32,6,8x32,2x32,24.579,3386,3066,320,0,5388,4,0,8
io4_l1n1n1_l3p1n1_d1d2,8.858,32,26,6700,6268,146,6,25,6,8x32,2x32,43.033,4302,3982,320,0,5837,16,0,26
io4_l1n1n1_l3p2n1,8.999,8,8,7514,6477,287,9,32,9,8x32,2x32,26.833,4566,4246,320,0,6389,4,0,8
io4_l1n1n1_l3p2n1_d1d2,8.928,24,26,8797,7957,274,9,25,9,8x32,2x32,43.849,5800,5480,320,0,7277,8,8,26
io4_l1n1n1_l3p4n1,8.835,8,40,29733,15055,543,6,45,6,8x32,2x32,63.878,13172,10480,320,2372,23251,4,0,40
io4_l1n1n1_l3p4n1_d1d2,8.419,32,160,45612,27110,530,6,80,6,8x32,2x32,158.741,27039,21275,320,5444,33905,16,0,160
io4_l1n1n2_l3n1n1,8.419,8,8,2182,1960,16,10,13,10,8x32,2x32,16.155,1170,914,256,0,1503,4,0,8
io4_l1n1n2_l3n1n1_d1d2,8.419,16,8,2179,2195,17,10,14,10,8x32,2x32,19.9,1424,1168,256,0,1623,0,16,8
io4_l1n1n2_l3n1n2,8.419,8,8,2246,2093,18,14,13,14,8x32,2x32,17.263,1249,993,256,0,1573,4,0,8
io4_l1n1n2_l3n1n2_d1d2,8.419,16,8,2238,2421,19,13,14,13,8x32,2x32,19.889,1471,1215,256,0,1648,0,16,8
io4_l1n1n2_l3n1n4,8.419,8,8,2430,2187,23,13,14,13,8x32,2x32,17.771,1294,1038,256,0,1741,4,0,8
io4_l1n1n2_l3n1n4_d1d2,8.419,16,14,2694,2589,23,10,16,10,8x32,2x32,24.485,1600,1344,256,0,1910,0,16,14
io4_l1n1n2_l3n1p1,8.419,8,8,2210,2055,17,10,14,10,8x32,2x32,17.163,1271,1015,256,0,1498,4,0,8
io4_l1n1n2_l3n1p1_d1d2,8.419,16,8,2205,2578,18,10,15,10,8x32,2x32,21.871,1512,1256,256,0,1654,0,16,8
io4_l1n1n2_l3n1p2,8.419,8,8,2308,2194,20,14,15,14,8x32,2x32,17.825,1349,1093,256,0,1644,4,0,8
io4_l1n1n2_l3n1p2_d1d2,8.419,16,8,2305,2887,20,13,15,13,8x32,2x32,21.338,1577,1321,256,0,1722,0,16,8
io4_l1n1n2_l3n1p4,8.847,8,8,2515,2341,26,13,17,13,8x32,2x32,18.358,1526,1270,256,0,1802,4,0,8
io4_l1n1n2_l3n1p4_d1d2,8.847,16,8,2501,2808,24,10,15,10,8x32,2x32,21.117,1574,1318,256,0,1852,0,16,8
io4_l1n1n2_l3p1n1,8.847,8,8,5928,5384,161,9,32,9,8x32,2x32,24.187,3420,3100,320,0,5441,4,0,8
io4_l1n1n2_l3p1n1_d1d2,8.858,32,26,6759,6951,148,9,25,9,8x32,2x32,42.413,4270,3950,320,0,5863,16,0,26
io4_l1n1n2_l3p2n1,8.999,8,8,7573,6599,289,12,32,12,8x32,2x32,27.281,4587,4267,320,0,6434,4,0,8
io4_l1n1n2_l3p2n1_d1d2,8.928,24,26,8856,8192,276,12,25,12,8x32,2x32,45.714,5884,5564,320,0,7592,8,8,26
io4_l1n1n2_l3p4n1,8.835,8,40,29792,15209,545,9,45,9,8x32,2x32,69.75,13494,10802,320,2372,23325,4,0,40
io4_l1n1n2_l3p4n1_d1d2,8.419,32,160,45671,27361,532,9,80,9,8x32,2x32,156.213,25858,20094,320,5444,34124,16,0,160
io4_l1n1n4_l3n1n1,8.419,8,14,2638,2128,20,7,15,7,8x32,2x32,20.645,1315,1059,256,0,1815,4,0,14
io4_l1n1n4_l3n1n1_d1d2,8.419,16,14,2635,2461,21,7,16,7,8x32,2x32,24.678,1568,1312,256,0,1884,0,16,14
io4_l1n1n4_l3n1n2,8.419,8,14,2702,2261,22,11,15,11,8x32,2x32,21.869,1379,1123,256,0,1885,4,0,14
io4_l1n1n4_l3n1n2_d1d2,8.419,16,14,2694,2687,23,10,16,10,8x32,2x32,24.542,1600,1344,256,0,1909,0,16,14
io4_l1n1n4_l3n1n4,8.419,8,14,2886,2354,27,10,16,10,8x32,2x32,22.38,1440,1184,256,0,2053,4,0,14
io4_l1n1n4_l3n1n4_d1d2,8.419,16,14,2830,2633,27,7,16,7,8x32,2x32,24.925,1617,1361,256,0,2103,0,16,14
io4_l1n1n4_l3n1p1,8.419,8,14,2666,2223,21,7,16,7,8x32,2x32,22.342,1436,1180,256,0,1825,4,0,14
io4_l1n1n4_l3n1p1_d1d2,8.419,16,14,2661,2556,22,7,17,7,8x32,2x32,26.705,1674,1418,256,0,1915,0,16,14
io4_l1n1n4_l3n1p2,8.419,8,14,2764,2362,24,11,17,11,8x32,2x32,23.024,1485,1229,256,0,1923,4,0,14
io4_l1n1n4_l3n1p2_d1d2,8.419,16,14,2761,2769,24,10,17,10,8x32,2x32,25.75,1722,1466,256,0,1983,0,16,14
io4_l1n1n4_l3n1p4,8.847,8,14,2971,2505,30,10,19,10,8x32,2x32,23.71,1715,1459,256,0,2129,4,0,14
io4_l1n1n4_l3n1p4_d1d2,8.847,16,14,2957,2686,28,7,17,7,8x32,2x32,25.555,1772,1516,256,0,2116,0,16,14
io4_l1n1n4_l3p1n1,8.847,8,14,6384,5548,165,6,34,6,8x32,2x32,30.124,3559,3239,320,0,5746,4,0,14
io4_l1n1n4_l3p1n1_d1d2,8.858,32,26,6895,6377,152,6,25,6,8x32,2x32,43.529,4266,3946,320,0,6026,16,0,26
io4_l1n1n4_l3p2n1,8.999,8,14,8029,6731,293,9,34,9,8x32,2x32,31.694,4774,4454,320,0,6781,4,0,14
io4_l1n1n4_l3p2n1_d1d2,8.928,24,26,8992,8018,280,9,25,9,8x32,2x32,45.042,5768,5448,320,0,7582,8,8,26
io4_l1n1n4_l3p4n1,8.835,8,40,29800,15117,549,6,45,6,8x32,2x32,70.462,13545,10853,320,2372,23412,4,0,40
io4_l1n1n4_l3p4n1_d1d2,8.419,32,160,45807,27225,536,6,80,6,8x32,2x32,161.936,27378,21614,320,5444,35115,16,0,160
io4_l1n1p1_l3n1n1,8.419,8,5,1955,1771,15,7,13,7,8x32,2x32,13.815,1123,867,256,0,1325,4,0,5
io4_l1n1p1_l3n1n1_d1d2,8.419,16,5,1954,2036,16,7,14,7,8x32,2x32,19.318,1379,1123,256,0,1510,0,16,5
io4_l1n1p1_l3n1n2,8.419,8,8,2211,2030,17,11,14,11,8x32,2x32,18.039,1272,1016,256,0,1498,4,0,8
io4_l1n1p1_l3n1n2_d1d2,8.419,16,8,2205,2388,18,10,15,10,8x32,2x32,21.367,1494,1238,256,0,1655,0,16,8
io4_l1n1p1_l3n1n4,8.419,8,8,2395,2124,22,10,15,10,8x32,2x32,18.41,1351,1095,256,0,1678,4,0,8
io4_l1n1p1_l3n1n4_d1d2,8.419,16,14,2661,2556,22,7,17,7,8x32,2x32,26.152,1643,1387,256,0,1929,0,16,14
io4_l1n1p1_l3n1p1,8.419,8,5,1983,1866,16,7,14,7,8x32,2x32,16.078,1238,982,256,0,1342,4,0,5
io4_l1n1p1_l3n1p1_d1d2,8.419,16,5,1980,2131,17,7,15,7,8x32,2x32,21.393,1490,1234,256,0,1530,0,16,5
io4_l1n1p1_l3n1p2,8.419,8,5,2113,2020,19,11,15,11,8x32,2x32,16.477,1322,1066,256,0,1472,4,0,5
io4_l1n1p1_l3n1p2_d1d2,8.419,16,5,2112,2359,19,10,15,10,8x32,2x32,21.506,1558,1302,256,0,1630,0,16,5
io4_l1n1p1_l3n1p4,8.847,8,5,2320,2167,25,10,17,10,8x32,2x32,17.607,1447,1191,256,0,1675,4,0,5
io4_l1n1p1_l3n1p4_d1d2,8.847,16,5,2308,2280,23,7,15,7,8x32,2x32,21.151,1557,1301,256,0,1760,0,16,5
io4_l1n1p1_l3p1n1,8.847,8,8,5893,5341,160,6,33,6,8x32,2x32,24.874,3411,3091,320,0,5329,4,0,8
io4_l1n1p1_l3p1n1_d1d2,8.858,32,26,6726,6363,147,6,26,6,8x32,2x32,45.284,4231,3911,320,0,5782,16,0,26
io4_l1n1p1_l3p2n1,8.999,8,8,7538,6584,288,9,33,9,8x32,2x32,28.588,4620,4300,320,0,6346,4,0,8
io4_l1n1p1_l3p2n1_d1d2,8.928,24,26,8823,8064,275,9,26,9,8x32,2x32,47.44,5920,5600,320,0,7319,8,8,26
io4_l1n1p1_l3p4n1,8.835,8,40,29757,15150,544,6,46,6,8x32,2x32,70.355,13127,10435,320,2372,23294,4,0,40
io4_l1n1p1_l3p4n1_d1d2,8.419,32,160,45638,27205,531,6,81,6,8x32,2x32,159.983,26142,20378,320,5444,34322,16,0,160
io4_l1n1p2_l3n1n1,8.419,8,5,2085,1931,17,10,13,10,8x32,2x32,15.167,1231,975,256,0,1454,4,0,5
io4_l1n1p2_l3n1n1_d1d2,8.419,16,5,2084,2166,18,10,14,10,8x32,2x32,19.704,1486,1230,256,0,1601,0,16,5
io4_l1n1p2_l3n1n2,8.419,8,8,2309,2175,19,14,14,14,8x32,2x32,17.681,1351,1095,256,0,1596,4,0,8
io4_l1n1p2_l3n1n2_d1d2,8.419,16,8,2303,2503,20,13,15,13,8x32,2x32,21.507,1575,1319,256,0,1722,0,16,8
io4_l1n1p2_l3n1n4,8.847,8,8,2461,2263,24,13,15,13,8x32,2x32,18.564,1431,1175,256,0,1756,4,0,8
io4_l1n1p2_l3n1n4_d1d2,8.419,16,14,2759,2671,24,10,17,10,8x32,2x32,26.558,1743,1487,256,0,1984,0,16,14
io4_l1n1p2_l3n1p1,8.419,8,5,2113,2026,18,10,14,10,8x32,2x32,16.028,1294,1038,256,0,1472,4,0,5
io4_l1n1p2_l3n1p1_d1d2,8.419,16,5,2110,2261,19,10,15,10,8x32,2x32,21.323,1559,1303,256,0,1629,0,16,5
io4_l1n1p2_l3n1p2,8.419,8,5,2179,2159,21,14,15,14,8x32,2x32,17.179,1416,1160,256,0,1539,4,0,5
io4_l1n1p2_l3n1p2_d1d2,8.419,16,5,2178,2468,21,13,15,13,8x32,2x32,21.689,1780,1524,256,0,1928,0,16,5
io4_l1n1p2_l3n1p4,8.858,8,5,2386,2304,27,13,17,13,8x32,2x32,17.462,1573,1317,256,0,1744,4,0,5
io4_l1n1p2_l3n1p4_d1d2,8.858,16,5,2374,2387,25,10,15,10,8x32,2x32,20.061,1651,1395,256,0,1797,0,16,5
io4_l1n1p2_l3p1n1,9.24,8,8,5959,5477,162,9,33,9,8x32,2x32,26.606,3513,3193,320,0,5398,4,0,8
io4_l1n1p2_l3p1n1_d1d2,8.881,32,26,6792,6468,149,9,26,9,8x32,2x32,45.343,4288,3968,320,0,5849,16,0,26
io4_l1n1p2_l3p2n1,9.392,8,8,7604,6704,290,12,33,12,8x32,2x32,29.229,4697,4377,320,0,6424,4,0,8
io4_l1n1p2_l3p2n1_d1d2,9.322,24,26,8889,8296,277,12,26,12,8x32,2x32,46.482,6044,5724,320,0,7435,8,8,26
io4_l1n1p2_l3p4n1,9.229,8,40,29823,15287,546,9,46,9,8x32,2x32,70.148,13215,10523,320,2372,23392,4,0,40
io4_l1n1p2_l3p4n1_d1d2,8.813,32,160,45704,27458,533,9,81,9,8x32,2x32,159.684,26140,20376,320,5444,33898,16,0,160
io4_l1n1p4_l3n1n1,8.847,8,5,2281,1852,21,7,13,7,8x32,2x32,15.593,1228,972,256,0,1640,4,0,5
io4_l1n1p4_l3n1n1_d1d2,8.847,16,5,2282,2185,22,7,14,7,8x32,2x32,19.145,1485,1229,256,0,1745,0,16,5
io4_l1n1p4_l3n1n2,8.847,8,8,2505,2096,23,11,14,11,8x32,2x32,18.241,1347,1091,256,0,1801,4,0,8
io4_l1n1p4_l3n1n2_d1d2,8.847,16,8,2501,2522,24,10,15,10,8x32,2x32,22.077,1582,1326,256,0,1861,0,16,8
io4_l1n1p4_l3n1n4,8.881,8,8,2625,2173,28,10,15,10,8x32,2x32,19.517,1397,1141,256,0,1916,4,0,8
io4_l1n1p4_l3n1n4_d1d2,8.847,16,14,2957,2686,28,7,17,7,8x32,2x32,25.521,1780,1524,256,0,2138,0,16,14
io4_l1n1p4_l3n1p1,8.847,8,5,2309,1947,22,7,14,7,8x32,2x32,16.714,1297,1041,256,0,1668,4,0,5
io4_l1n1p4_l3n1p1_d1d2,8.847,16,5,2308,2280,23,7,15,7,8x32,2x32,21.584,1552,1296,256,0,1760,0,16,5
io4_l1n1p4_l3n1p2,8.858,8,5,2375,2078,25,11,15,11,8x32,2x32,17.202,1415,1159,256,0,1735,4,0,5
io4_l1n1p4_l3n1p2_d1d2,8.858,16,5,2376,2485,25,10,15,10,8x32,2x32,21.369,1749,1493,256,0,1802,0,16,5
io4_l1n1p4_l3n1p4,8.419,8,5,2518,2201,31,10,17,10,8x32,2x32,18.058,1499,1243,256,0,1876,4,0,5
